item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
WD_BLACK 2TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS200T2X0E		0215BZJT35H	CAS-718037891408	239.97		2024-02-15 13:17:48 PST		y	1			11				B0B7CMZ3QH						B0B7CMZ3QH				AMAZON_NA	registered mail	Active
MSI Pro MP241X 24” Monitor, Full HD 1080p, 75Hz Refresh Rate, Anti-Glare Display, Less Blue Light, VESA Mountable, HDMI and VGA, Black		0404BE9DRWR	CAS-824142275436	146.97	1	2024-04-04 07:42:08 PDT		y	1			11				B09S3YHT8L						B09S3YHT8L			0	DEFAULT	Domestic Standard	Active
MSI Optix G27C4 E2/E3 FHD 1500R Curvature 16:9 Aspect Ratio Non-Glare Super Narrow Bezel 1ms 1920 x 1080 170Hz Refresh Rate Tilt Adjustment AMD FreeSync 27" Curved Gaming Monitor		0424B2CA1R8	CAS-824142335888	279.99	2	2024-04-24 11:20:14 PDT		y	1			11				B0B5HXFLV9						B0B5HXFLV9			0	DEFAULT	Domestic Standard	Active
ASUS TUF Gaming 27” 1080P Monitor (VG279Q3A) – Full HD, 180Hz, 1ms, Fast IPS, Extreme Low Motion Blur Sync, FreeSync Premium, G-SYNC Compatible, Variable Overdrive, 99% sRGB, DisplayPort, HDMI		0725B7930IP	CAS-B-VG279Q3A	243	38	2024-07-25 08:09:52 PDT		y	1			11				B0C7BMXV18						B0C7BMXV18			0	DEFAULT	Domestic Standard	Active
ASUS TUF Gaming 27” 1440P Monitor (VG27AQA1A) - QHD (2560 x 1440), 170Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Freesync Premium, Eye Care, HDMI, DisplayPort, Shadow Boost, Speakers, HDR		0801BQ5UPGV	CAS-B-VG27AQA1	399.99	4	2024-08-01 11:29:16 PDT		y	1			11				B0BHKCQBMN						B0BHKCQBMN			0	DEFAULT	Domestic Standard	Active
CORSAIR 4000D AIRFLOW Tempered Glass Mid-Tower ATX Case - High-Airflow - Cable Management System - Spacious Interior - Two Included 120 mm Fans - Black		0515BO9NZKD	CAS-Corsair-4000D-Black	139.99	1	2024-05-15 12:15:13 PDT		y	1			11				B08C7BGV3D						B08C7BGV3D			0	DEFAULT	Domestic Standard	Active
Dell S Series S2721HN LED Display 68.6 cm (27") 1920 x 1080 Pixels Full HD LCD Grey		0528BSMSD8D	CAS-Dell-S2721HN-Alternate	222.22	8	2024-05-28 10:48:24 PDT		y	1			11				B09XR7CGY1						B09XR7CGY1			0	DEFAULT	Domestic Standard	Active
Kingston 512GB SDXC Canvas Select Plus 100R C10 UHS-I U3 V30 (SDS2/512GBCR)		0725B783S2U	CAS-E-SDS2/512GBCR	70.3		2024-07-25 08:05:00 PDT		y	1			11				B07ZGF3VMX						B07ZGF3VMX				AMAZON_NA	Domestic Standard	Active
Seagate Barracuda Internal Hard Drive 8TB SATA 6Gb/s 256MB Cache 3.5-Inch (ST8000DM004)		0517BV1OZI8	CAS-HD-ST8000DM004	179.99	1	2024-05-17 10:12:57 PDT		y	1			11				B075WYBQXJ						B075WYBQXJ			0	DEFAULT	Domestic Standard	Active
KEYBOARD WRLS COMBO MK270 ENG		0604BBZKRY3	CAS-KB-LOG-MK270	39.99	21	2024-06-04 08:27:35 PDT		y	1			11				B07N8SSJ7V						B07N8SSJ7V			0	DEFAULT	Domestic Standard	Active
LG UltraGear QHD 27-Inch Gaming Monitor 27GL850-B, Nano IPS 1ms (GtG) with HDR 10 Compatibility and NVIDIA G-SYNC, 144Hz, Black		0816BT1NRN4	CAS-LG 27GL850-B	549.99	1	2024-08-16 08:24:28 PDT		y	1			11				B07TD94TQF						B07TD94TQF			0	DEFAULT	Domestic Standard	Active
MSI G323CV, 32" Gaming Monitor, 1920 x 1080 (FHD), VA, 75Hz, FreeSync, HDMI, Displayport, Tilt,Black		0523BE8V1TQ	CAS-MSI-G323CV-OB	233.33	1	2024-05-23 12:02:56 PDT		y	1		open box, monitor tested fine by our technician. also performed additional dead pixil tests and found no dead pixils for this monitor.	1				B0B94NW99G						B0B94NW99G			0	DEFAULT	Domestic Standard	Active
MSI G27C5 E2, 27" Gaming Monitor, 1920 x 1080 (FHD), VA, 170Hz, FreeSync Premium, HDMI, Displayport, Tilt,Black		0529BVB74Z5	CAS-MT-MSI-G27C5-E2	229.99	5	2024-05-29 06:24:05 PDT		y	1			11				B0B83Y2PKM						B0B83Y2PKM			0	DEFAULT	Domestic Standard	Active
CORSAIR RM Series (2021), White, RM850, 850 Watt, 80 Plus Gold Certified, Fully Modular Power Supply		0522B9BAM2S	CAS-PS-COR-RM850-White-OB	159.99	1	2024-05-22 06:50:15 PDT		y	1		open box, checked and tested by our technician	5				B093RCJRNS						B093RCJRNS			0	DEFAULT	Domestic Standard	Active
Hamilton Beach 12 Cup Programmable Drip Coffee Maker with 3 Brew Options, Glass Carafe, Auto Pause and Pour, Black Stainless (46293)		0618BIA0ABW	CAS-ST-12-Cup-Coffee-Maker	80	3	2024-06-18 07:54:53 PDT		y	1			11				B07XSR5M9S						B07XSR5M9S			0	DEFAULT	Domestic Standard	Active
Canon PIXMA TR4720 All-in-One Wireless Printer for Home use, with Auto Document Feeder, Mobile Printing and Built-in Fax, Black		0813BJX8B2M	CAS-TR4720	124	32	2024-08-13 08:37:41 PDT		y	1			11				B09CDXKNB9						B09CDXKNB9			0	DEFAULT	Special - low price but higher shipping	Active
Western Digital 6TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5" - WD64PURZ		0521B620C3P	CAS-WD-Purple-6TB	162.57	2	2024-05-21 09:41:06 PDT		y	1			11				B0C4WTF5N2						B0C4WTF5N2			0	DEFAULT	Domestic Standard	Active
NZXT T120 RGB CPU Air Cooler - RC-TR120-W1 - Conductive Copper Pipes - Fluid Dynamic Bearings - AMD and Intel Compatibility - White		0404BEO536N	CPUF-NZXT-T120	65.65	1	2024-04-04 13:01:20 PDT		y	1			11				B0BFZLJR6P						B0BFZLJR6P			0	DEFAULT	Domestic Standard	Active
DIYPC Vanguard-V6-RGB Black Dual USB3.0 Steel/Tempered Glass ATX Mid Tower Gaming Computer Case		0403BCDERZ8	CS-DIY-V6RGB	129.99	2	2024-04-03 13:52:07 PDT		y	1			11				B07H5SV1DH						B07H5SV1DH			0	DEFAULT	Domestic Standard	Active
DIYPC Vanguard-V8-RGB Black Dual USB3.0 Steel/Tempered Glass ATX Mid Tower Gaming Computer Case w/Tempered Glass Side Panel		0129B11Q1QM	CS-DIY-V8RGB	149.99	5	2024-01-29 08:49:16 PST		y	3			11				B07H5WN28S						765287511235			0	DEFAULT	Migrated Template	Active
NZXT H7 Elite - CM-H71EB-01 - ATX Mid Tower PC Gaming Case - Front I/O USB Type-C Port - Quick-Release Tempered Glass Side Panel - Black		0129B14GEZV	CS-NZXT-H7Elite-BK	399.99	2	2024-01-29 08:49:16 PST		y	3			11				B09VNZHL44						815671019455			0	DEFAULT	Migrated Template	Active
DATO 16GB DDR4 3200MHz PC4-25600 CL22 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Laptop Notebook RAM Memory Module		0627B8NICJD	DATO-16GB-DDR4-CL22-3200MHz-SODIMM	89.05	55	2024-06-27 10:39:46 PDT		y	1			11				B0CHM3YT89						B0CHM3YT89			0	DEFAULT	Domestic Standard	Active
DATO 16GB DDR4 3200MHz PC4-25600 CL22 1.2V 288-Pin Non-ECC UDIMM desktop RAM Memory Module		0627B8SDMBA	DATO-16GB-DDR4-CL22-3200MHz-UDIMM	74.99	55	2024-06-27 10:38:44 PDT		y	1			11				B0CHM6WG4H						B0CHM6WG4H			0	DEFAULT	Domestic Standard	Active
DATO 16GB RAM, DDR5 Memory for Desktop & PC, 4800MHz PC5-38400 CL40 1.1V 288-PIN UDIMM		0627B8QMV74	DATO-16GB-DDR5-CL40-4800Mhz-UDIMM	55.94	5	2024-06-27 10:45:42 PDT		y	1			11				B0CHM8G4PN						B0CHM8G4PN			0	DEFAULT	Domestic Standard	Active
DATO 32GB RAM, DDR5 Memory for Desktop & PC, 4800MHz PC5-38400 CL40 1.1V 288-PIN UDIMM		0627B8P48Q2	DATO-32GB-DDR5-CL40-4800Mhz-UDIMM	130.99	2	2024-06-27 10:48:07 PDT		y	1			11				B0CHM6QPGV						B0CHM6QPGV			0	DEFAULT	Domestic Standard	Active
DATO 8GB DDR4 3200MHz PC4-25600 CL22 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Laptop Notebook RAM Memory Module		0627B8MIJDI	DATO-8GB-DDR4-CL22-3200MHz-SODIMM-Laptop	30.99	55	2024-06-27 09:37:11 PDT		y	4			11				B0CHM62WLQ						4711502861285			0	DEFAULT	Migrated Template	Active
DATO 8GB DDR4 3200MHz PC4-25600 CL22 1.2V 288-Pin Non-ECC UDIMM desktop RAM Memory Module		0627B8ISQF2	DATO-8GB-DDR4-CL22-3200MHz-UDIMM-Desktop	30.99	43	2024-06-27 09:37:11 PDT		y	4			11				B0CHM6BMPW						4711502861148			0	DEFAULT	Migrated Template	Active
1TB External SSD, ARES Amber Shield Portable SSD w/LED, Up to 1600/1500 MB/s, OTG-Supported, Waterproof USB 3.2 Gen 2x2 Type C Rugged External Solid State Drive…		0627B8Q7L56	DATO-?ARSASE-1TB-LED	145.77	34	2024-06-27 09:37:11 PDT		y	4			11				B0CWQWD4S1						4711502869373			0	DEFAULT	Migrated Template	Active
DATO 2TB External SSD, ARES Amber Shield Portable SSD, Up to 1600/1500 MB/s, OTG-Supported, Waterproof USB 3.2 Gen 2x2 Type C Rugged External Solid State Drive…		0627B8Q7C6N	DATO-?ARSASE-2TB	225.99	13	2024-06-27 09:37:11 PDT		y	4			11				B0CJR2N8F8						4711502869229			0	DEFAULT	Migrated Template	Active
DATO ARES Dark Sword 2TB M.2 2280 PCIe Gen4x4 SSD w/Heatsink, Internal Solid State Drive for Gaming and Creators (Up to 7200/6850 MB/s)-Black		0627B8QOD5J	DATO-?ARSDSK-2TB-K	223.18	2	2024-06-27 09:37:11 PDT		y	4			11				B0CJR29YR3						4711502869304			0	DEFAULT	Migrated Template	Active
DATO ARES Dark Sword 1TB M.2 2280 PCIe Gen4x4 SSD w/Heatsink, Internal Solid State Drive for Gaming and Creators (Up to 7200/6850 MB/s)-Red		0627B8MMNVK	DATO-?ARSDSR-1TB-R	105	5	2024-06-27 09:37:11 PDT		y	4			11				B0CJR3LMTX						4711502869335			0	DEFAULT	Migrated Template	Active
DATO ARES Torch 1TB Portable SSD, Portable Solid State Drive, USB 3.2 Gen 2x1 Type C External Solid State Drive, External SSD (Up to 1050/1000 MB/s)…		0627B8MUEBE	DATO-?ARSTH-1TB	119.78	54	2024-06-27 09:37:11 PDT		y	4			11				B0CJRBJB3K						4711502869267			0	DEFAULT	Migrated Template	Active
DATO DP330 512GB M.2 2230 PCIe Gen3x4 NVMe 1.3 SSD Internal Solid State Drive (Up to 2500/1800 MB/s)		0627B8OTCE2	DATO-?DP700330SSD-512GB	64.5	2	2024-06-27 09:37:11 PDT		y	4			11				B0CJQZ8TS6						4711502867164			0	DEFAULT	Migrated Template	Active
DATO DP800 Pro 1TB M.2 2280 PCIe Gen4x4 NVMe SSD Internal Solid State Drive for Gaming and Creators (Up to 5100/4600 MB/s)		0627B8ONLCZ	DATO-?DP800PSSD-1TB	122.99	36	2024-06-27 09:37:11 PDT		y	4			11				B0CJR6LJW9						4711502867256			0	DEFAULT	Migrated Template	Active
DATO 1TB External SSD, ARES Amber Shield Portable SSD, Up to 1600/1500 MB/s, OTG-Supported, Waterproof USB 3.2 Gen 2x2 Type C Rugged External Solid State Drive…		0627B8ITNYH	DATO-ARSAS-1TB	120	55	2024-06-27 09:37:11 PDT		y	4			11				B0CJNZRLT6						4711502869212			0	DEFAULT	Migrated Template	Active
DATO ARES Amber Shield 4TB Portable SSD, Portable Solid State Drive, USB 3.2 Gen 2x2 Type C External Solid State Drive, External SSD (Up to 1600/1500 MB/s)…		0627B8LX2KG	DATO-ARSAS-4TB	525	8	2024-06-27 09:37:11 PDT		y	4			11				B0CLNKFV41						4711502869236			0	DEFAULT	Migrated Template	Active
DATO ARES Amber Shield 4TB Portable SSD, Portable Solid State Drive w/LED, USB 3.2 Gen 2x2 Type C External Solid State Drive, External SSD (Up to 1600/1500 MB/s)…		0627B8IT5TC	DATO-ARSAS-4TB-LED	549.99	6	2024-06-27 09:37:11 PDT		y	4			11				B0CWQW8KY7						4711502869397			0	DEFAULT	Migrated Template	Active
DATO ARES Amber Shield 2TB Portable SSD, Portable Solid State Drive w/LED, USB 3.2 Gen 2x2 Type C External Solid State Drive, External SSD (Up to 1600/1500 MB/s)…		0627B8RA0TW	DATO-ARSASE-2TB-LED	221.99	39	2024-06-27 09:37:11 PDT		y	4			11				B0CWQS9K9H						4711502869380			0	DEFAULT	Migrated Template	Active
DATO 1TB Internal SSD w/Heatsink for Gaming, ARES Dark Sword M.2 2280 PCIe Gen4x4 Solid State Drive, Up to 7200/6850 MB/s, Storage Expansion for Gaming Consoles - Black		0627B8MSU48	DATO-ARSDSK-1TB-K	140.99	12	2024-06-27 09:37:11 PDT		y	4			11				B0CJQZ4393						4711502869298			0	DEFAULT	Migrated Template	Active
DATO ARES Dark Sword 2TB M.2 2280 PCIe Gen4x4 SSD w/Heatsink, Internal Solid State Drive for Gaming and Creators (Up to 7200/6850 MB/s)-Red		0627B8OHV5U	DATO-ARSDSR-2TB-R	223.18	3	2024-06-27 09:37:11 PDT		y	4			11				B0CJR3BVJ3						4711502869342			0	DEFAULT	Migrated Template	Active
DATO ARES Torch 2TB Portable SSD, Portable Solid State Drive, USB 3.2 Gen 2x1 Type C External Solid State Drive, External SSD (Up to 1050/1000 MB/s)…		0627B8QF80L	DATO-ARSTH-2TB	256.99	55	2024-06-27 09:37:11 PDT		y	4			11				B0CJX5D4P2						4711502869274			0	DEFAULT	Migrated Template	Active
DATO ARES Armor Pro RGB Gaming DDR4 16GB (2x8GB) 3600MHz CL18 XMP LED Desktop Computer Memory RAM- Black		0627B8P4858	DATO-Ares-16GB-DDR4-CL18-3600MHz-RGB	157	6	2024-06-27 10:47:01 PDT		y	1			11				B0CLNLJP8D						B0CLNLJP8D			0	DEFAULT	Domestic Standard	Active
DATO ARES Armor Pro RGB Gaming DDR4 16GB (2x8GB) 3200MHz CL22 XMP LED Desktop Computer Memory RAM - Black		0627B8TLPD0	DATO-Ares-16GB-DDR4-CL22-3200MHz-RGB	157	6	2024-06-27 10:44:07 PDT		y	1			11				B0CLNKPQLF						B0CLNKPQLF			0	DEFAULT	Domestic Standard	Active
DATO DP342 512GB M.2 2242 PCIe Gen3x4 NVMe 1.3 SSD Internal Solid State Drive (Up to 2500/1700 MB/s)		0627B8RATW9	DATO-DP342SSD-512GB	64.5	2	2024-06-27 09:37:11 PDT		y	4			11				B0CP3NSD8B						4711502867133			0	DEFAULT	Migrated Template	Active
DATO DP430 1TB SSD, M.2 2230 PCIe Gen4x4 NVMe Internal Solid State Drive for Gaming and Creators (Up to 4900/3200 MB/s)		0627B3B4AVS	DATO-DP430SSD-1TB	134.99	11	2024-06-27 09:37:11 PDT		y	4			11				B0CLNP3BPB						4711502867294			0	DEFAULT	Migrated Template	Active
DATO DP430 2TB SSD, M.2 2230 PCIe Gen4x4 NVMe Internal Solid State Drive for Gaming and Creators (Up to 4900/3200 MB/s)		0627B8QO053	DATO-DP430SSD-2TB	231	3	2024-06-27 09:37:11 PDT		y	4			11				B0CLNNNVT5						4711502867300			0	DEFAULT	Migrated Template	Active
DATO DP330 1TB M.2 2230 PCIe Gen3x4 NVMe 1.3 SSD Internal Solid State Drive (Up to 2500/1800 MB/s)		0627B8OSACA	DATO-DP700330SSD-1TB	117.52	55	2024-06-27 09:37:11 PDT		y	4			11				B0CJR5JYN7						4711502867171			0	DEFAULT	Migrated Template	Active
DATO DP330 512GB M.2 2230 PCIe Gen3x4 NVMe 1.3 SSD Internal Solid State Drive (Up to 2500/1800 MB/s)		0627B8QNVGG	DATO-DP700330SSD-512GB	83.62	9	2024-06-27 09:37:11 PDT		y	4			11				B0CJQZ8TS6						4711502867164			0	DEFAULT	Migrated Template	Active
DATO DP342 1TB M.2 2242 PCIe Gen3x4 NVMe 1.3 SSD Internal Solid State Drive (Up to 2500/1700 MB/s)		0627B8MSXCI	DATO-DP700342SSD-1TB	98.5	21	2024-06-27 09:37:11 PDT		y	4			11				B0CJQYL2NT						4711502867140			0	DEFAULT	Migrated Template	Active
DATO DP800 Pro 512GB M.2 2280 PCIe Gen4x4 NVMe SSD Internal Solid State Drive for Gaming and Creators (Up to 5100/4600 MB/s)		0627B8RA0MQ	DATO-DP800PSSD-512GB	160	16	2024-06-27 09:37:11 PDT		y	4			11				B0CJR1PMDD						4711502867249			0	DEFAULT	Migrated Template	Active
AMD Ryzen 7 5700G 8-Core, 16-Thread Unlocked Desktop Processor with Radeon Graphics		0607BMCM5EI	DW-100-100000263BOX	308.99	9	2024-06-07 12:34:54 PDT		y	3			11				B091J3NYVF						797505615449			0	DEFAULT	Migrated Template	Active
AMD Ryzen™ 7 7700X 8-Core, 16-Thread Unlocked Desktop Processor, Cooler not Included		0607BMDBOTW	DW-100-100000591WOF	529.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0BBHHT8LY						730143314428			0	DEFAULT	Migrated Template	Active
LG Electronics 22BK430H-B 22-Inch Screen LCD Monitor,Black		0607BM7YD9Z	DW-22BK430H-B	149.99	9	2024-06-07 12:34:54 PDT		y	3			11				B07BKCWGGF						719192619838			0	DEFAULT	Migrated Template	Active
LG Ultragear 24GN60R-B 24-inch Gaming Monitor with IPS Display,1ms GtG, 144Hz, HDR10, AMD FreeSync Premium, Black		0607BM7SORJ	DW-24GN60R-B	213.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0BNLVPQVQ						195174040942			0	DEFAULT	Migrated Template	Active
LG 24MP40A-C 24 Inch Full HD (1920 x 1080) Monitor with IPS 5ms 75Hz Display, AMD FreeSync and OnScreen Control, Charcoal Grey		0607BM4AT22	DW-24MP40A-C	157.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0B273TFXW						195174039397			0	DEFAULT	Migrated Template	Active
LG 24MP450 FHD IPS Monitor with Height Adjustable Stand and AMD FreeSync		0607BMCM5AR	DW-24MP450-B	175.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09M5VYB9S						195174010785			0	DEFAULT	Migrated Template	Active
LG 24MR41A 23.8” Full HD IPS Monitor with AMD FreeSync and 100Hz Refresh Rate		0607BMBUTUR	DW-24MR41A-B	159.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0CGW14MB4						195174071748			0	DEFAULT	Migrated Template	Active
LG 25 6-inch 26WQ500 21:9 UltraWide Monitor, FHD(2560 x 1080P), IPS, sRGB 99%, HDR10, AMD FreeSync , 1ms MBR, 75Hz Refresh Rate, Eye-Care Features		0607BM4E1TZ	DW-26WQ500-B	213.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09YCP9Y5B						195174035245			0	DEFAULT	Migrated Template	Active
PHILIPS 271V8L 27" Full HD 75Hz Monitor, VESA, 4 Year Warranty		0607BMCBMAC	DW-271V8L	149.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0B6QG6PQ9						609585255135			0	DEFAULT	Migrated Template	Active
LG 27MP40A-C 27 Inch Full HD (1920 x 1080) Monitor with IPS 5ms 75Hz Display, AMD FreeSync and OnScreen Control, Charcoal Grey		0607BMC3SN4	DW-27MP40A-C	189.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0B27KL5VP						195174039403			0	DEFAULT	Migrated Template	Active
LG UltraWide 29WP500-B 29 Inch Full HD 5ms 75Hz Monitor with IPS Display and AMD FreeSync, Black		0607BMAV32X	DW-29WQ500-B	239.99	2	2024-06-07 12:34:54 PDT		y	3			11				B092RBXXPT						195174007693			0	DEFAULT	Migrated Template	Active
LG Ultragear 32GN600-B 32 Inch(31.5) QHD VA 5ms with 1ms MBR 144Hz 165Hz Gaming Monitor AMD FreeSync, Black		0607BMF3XOU	DW-32GN500-B	452.99	9	2024-06-07 12:34:54 PDT		y	3			11				B08LZPXD4C						719192641952			0	DEFAULT	Migrated Template	Active
LG 34” UltraWide FHD VESA DisplayHDR 400 IPS Monitor with AMD FreeSync		0607BMAX48H	DW-34WQ500-B	389.99	9	2024-06-07 11:45:26 PDT		y	1			11				B0C9JV4L2Z						B0C9JV4L2Z			0	DEFAULT	Domestic Standard	Active
Lenovo 4Y50R20864 Essential Compact Wireless Mouse, Black		0607BMCIZSE	DW-4Y50R20864	30	9	2024-06-07 12:34:54 PDT		y	3			11				B07H8K3TLB						192563496083			0	DEFAULT	Migrated Template	Active
Logitech B100 Optical Wired USB Mouse (910-006605)		0607BML0S5U	DW-910-001439	30	9	2024-06-07 08:20:53 PDT		y	3			11				B0B5L8DD4R						097855175793			0	DEFAULT	Migrated Template	Active
ARCTIC Alpine 17 CO - Intel CPU Cooler, 92 mm PWM Fan, Radial Heatsink, Top Blower, Intel LGA 1700, 4-pin Connector, Ball Bearing for Continuous Operation, 250-2700 RPM		0607BM4EEQN	DW-ACALP00041A	30	9	2024-06-07 12:34:54 PDT		y	3			11				B09SHW7N48						840033401715			0	DEFAULT	Migrated Template	Active
Kopplen 120mm PRO KF12 Icestorm ARGB High Silence Hydraulic Bearing Reinforced Case Fan		0607BM28KJR	DW-ACF-KF12-ARGB	30	9	2024-06-07 12:34:54 PDT		y	3			11				B09XRGBK1Z						676887012117			0	DEFAULT	Migrated Template	Active
Kopplen 120mm 32 LED Red LED High Silence Hydraulic Bearing Reinforced Case Fan		0607BME074B	DW-ACF120-32LED-RED	30	9	2024-06-07 12:34:54 PDT		y	3			11				B09XRD2WXK						676887012001			0	DEFAULT	Migrated Template	Active
Kopplen 120mm PRO 33 LED Green LED High Silence Hydraulic Bearing Reinforced Case Fan		0607BMCI155	DW-ACF120-PRO-GREEN	30	9	2024-06-07 12:34:54 PDT		y	3			11				B09XR85B4S						676887010939			0	DEFAULT	Migrated Template	Active
ARCTIC P14 PWM PST - PC Fan, 140mm Fan, PC Case Fan with PWM Sharing Technology (PST), Pressure-optimised, Computer, Fan Speed: 200-1700 RPM (0 RPM <5%) - Black		0607BMBCH3R	DW-ACFAN00125A	30	9	2024-06-07 12:34:54 PDT		y	3			11				B07GZJY4TM						872767009509			0	DEFAULT	Migrated Template	Active
ARCTIC F9 PWM PST - 92 mm PWM PST Case Fan with PWM Sharing Technology (PST), Quiet Motor, Computer, Fan Speed: 150-1800 RPM - Black		0607BM26ZLB	DW-ACFAN00214A	30	9	2024-06-07 12:34:54 PDT		y	3			11				B08TWKXQMM						840033400701			0	DEFAULT	Migrated Template	Active
ARCTIC Freezer i35 - Single Tower CPU Cooler, Intel specific, Pressure optimized 120 mm P-fan, 0-1800 rpm, 4 Heat Pipes, incl. MX-5 Thermal Paste - Black		0607BM7X7FW	DW-ACFRE00094A	59.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09N3LC5CM						840033401500			0	DEFAULT	Migrated Template	Active
ARCTIC Freezer i35 RGB - Single Tower CPU Cooler with RGB, Intel Specific, Pressure Optimized 120 mm P-Fan, 200-1700 RPM, 4 Heat Pipes, incl. MX-5 Thermal Paste - Black		0607BMC0QXH	DW-ACFRE00096A	59.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09MWFBNFC						840033401241			0	DEFAULT	Migrated Template	Active
ARCTIC Freezer i35 A-RGB - Single Tower CPU Cooler with A-RGB, Intel Specific, Pressure Optimized 120 mm P-Fan, 200-1700 RPM, 4 Heat Pipes, incl. MX-5 Thermal Paste - Black		0610BTGHE37	DW-ACFRE00104A	59.99	9	2024-06-10 13:02:00 PDT		y	1			11				B09JM64XTQ						B09JM64XTQ			0	DEFAULT	Domestic Standard	Active
ARCTIC Freezer A35 RGB - Single Tower CPU Cooler with RGB, AMD Specific, Pressure Optimized 120 mm P-Fan, 200-1700 RPM, 4 Heat Pipes, incl. MX-5 Thermal Paste - Black		0607BMCFOJ5	DW-ACFRE00114A	59.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09MWFHCBY						840033401265			0	DEFAULT	Migrated Template	Active
ARCTIC Freezer 36 CO - Single-Tower CPU Cooler with Push-Pull, Two Pressure-optimised 120 mm P Fans, Dual Ball Bearing, 200–1800 RPM, 4 Heatpipes, incl. MX-6 Thermal Compound		0607BM293QC	DW-ACFRE00122A	72.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VG62KBZ						840033401944			0	DEFAULT	Migrated Template	Active
ARCTIC Freezer 36 A-RGB - Single-Tower CPU Cooler with Push-Pull, Two Pressure-optimised 120 mm P Fans, Fluid Dynamic Bearing, 200–2000 RPM, 4 Heatpipes, incl. MX-6 Thermal Compound - Black		0607BM9X2PN	DW-ACFRE00124A	83.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VH22MT1						840033401968			0	DEFAULT	Migrated Template	Active
ARCTIC Freezer 36 A-RGB - Single-Tower CPU Cooler with Push-Pull, Two Pressure-optimised 120 mm P Fans, Fluid Dynamic Bearing, 200–2000 RPM, 4 Heatpipes, incl. MX-6 Thermal Compound - White		0607BMAUQ7F	DW-ACFRE00125A	84.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VH4YDS9						840033401975			0	DEFAULT	Migrated Template	Active
ARCTIC Liquid Freezer III 240 - Water Cooling PC, AIO CPU Water Cooler, Intel & AMD, Efficient PWM-controlled pump, Fan: 200–1800 rpm, LGA1851 and LGA1700 Contact Frame - Black		0607BM7YPK6	DW-ACFRE00134A	132.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VGX1WQH						840033402231			0	DEFAULT	Migrated Template	Active
ARCTIC Liquid Freezer III 420 - Water Cooling PC, AIO CPU Water Cooler, Intel & AMD, Efficient PWM-Controlled Pump, Fan: 200–1700 RPM, LGA1851 und LGA1700 Contact Frame - Black		0607BMC2CYZ	DW-ACFRE00137A	199.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VH34TB8						840033402262			0	DEFAULT	Migrated Template	Active
ARCTIC Liquid Freezer III 240 A-RGB - Water Cooling PC, AIO CPU Water Cooler, Intel & AMD, Efficient PWM-Controlled Pump, Fan: 200–2000 RPM, LGA1851 und LGA1700 Contact Frame - Black		0607BMCF86Z	DW-ACFRE00142A	170.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VH4M76W						840033402279			0	DEFAULT	Migrated Template	Active
ARCTIC Liquid Freezer III 420 A-RGB - Water Cooling PC, AIO CPU Water Cooler, Intel & AMD, Efficient PWM-Controlled Pump, Fan: 200–1900 RPM, LGA1851 und LGA1700 Contact Frame - Black		0607BM4G0U6	DW-ACFRE00145A	220.99	9	2024-06-07 12:34:54 PDT		y	3			11				B09VGXVFJX						840033402309			0	DEFAULT	Migrated Template	Active
ARCTIC Liquid Freezer III 280 A-RGB - Water Cooling PC, AIO CPU Water Cooler, Intel & AMD, Efficient PWM-Controlled Pump, Fan: 200–1900 RPM, LGA1851 und LGA1700 Contact Frame - White		0607BMCFUMZ	DW-ACFRE00151A	187.99	9	2024-06-07 12:34:54 PDT		y	3			11				B0CKXB56MS						840033402323			0	DEFAULT	Migrated Template	Active
